STT,SBD,MA_TINH,TOAN,VAN,LI,HOA,SINH,SU,DIA,KTPL,T_ANH,A00,A01,B00,C00,D01
591934,28021852,28,8.5,7.25,9.0,,,,,,5.5,,23.0,,,21.25
591935,28021853,28,3.85,9.0,,,,7.5,8.5,,,,,,25.0,
591936,28021854,28,4.75,9.25,,,,,,8.5,4.75,,,,,18.75
591937,28021855,28,5.0,9.25,,,,7.75,,,5.5,,,,,19.75
591938,28021856,28,2.2,6.75,,,,3.75,,6.1,,,,,,
591939,28021857,28,6.25,7.5,8.75,7.6,,,,,,22.6,,,,
591940,28021858,28,9.0,8.5,8.75,8.0,,,,,,25.75,,,,
591941,28021859,28,3.5,8.5,,,,9.5,7.75,,,,,,25.75,
591942,28021860,28,4.75,7.0,,,,,6.6,8.75,,,,,,
591943,28021861,28,4.1,8.25,,,,,,7.0,6.75,,,,,19.1
591944,28021862,28,8.0,8.75,8.25,,,,,,5.5,,21.75,,,22.25
591945,28021863,28,3.1,8.0,,,,7.75,6.5,,,,,,22.25,
591946,28021864,28,4.75,8.75,,,,9.75,9.0,,,,,,27.5,
591947,28021865,28,2.6,8.0,,,,6.75,,7.75,,,,,,
591948,28021866,28,3.25,5.5,,,,7.0,8.5,,,,,,21.0,
591949,28021867,28,6.1,8.25,,,,6.75,,9.25,,,,,,
591950,28021868,28,3.6,8.75,,,,,,9.25,7.0,,,,,19.35
591951,28021869,28,5.0,7.5,,,,8.25,,8.0,,,,,,
591952,28021870,28,4.45,8.5,,,,,,8.75,4.75,,,,,17.7
591953,28021871,28,7.5,9.25,,,,,,7.75,4.0,,,,,20.75
591954,28021872,28,7.75,8.5,9.75,9.0,,,,,,26.5,,,,
591955,28021873,28,2.85,9.0,,,,4.1,6.75,,,,,,19.85,
591956,28021874,28,4.35,9.0,,,,9.25,9.25,,,,,,27.5,
591957,28021875,28,2.85,7.5,,,,4.75,,5.75,,,,,,
591958,28021876,28,9.0,8.75,9.75,7.25,,,,,,26.0,,,,
591959,28021877,28,3.35,9.0,,,,6.45,7.5,,,,,,22.95,
591960,28021878,28,6.1,9.0,,,,9.25,,,7.0,,,,,22.1
591961,28021879,28,5.0,8.5,,,,7.0,,8.75,,,,,,
591962,28021880,28,6.25,8.5,,,,8.25,,,5.75,,,,,20.5
591963,28021881,28,4.5,8.0,,,,8.1,7.25,,,,,,23.35,
591964,28021882,28,6.25,9.5,,,,8.0,,,6.5,,,,,22.25
591965,28021883,28,6.5,9.0,,,,8.5,,,4.75,,,,,20.25
591966,28021884,28,8.5,8.75,9.25,9.5,,,,,,27.25,,,,
591967,28021885,28,5.6,8.5,,,,,7.85,,5.25,,,,,19.35
591968,28021886,28,4.5,8.75,,,,5.35,,8.5,,,,,,
591969,28021887,28,9.0,9.0,,7.5,9.5,,,,,,,26.0,,
591970,28021888,28,4.1,8.75,,,,,,9.5,3.75,,,,,16.6
591971,28021889,28,8.0,7.5,,8.75,8.1,,,,,,,24.85,,
591972,28021890,28,4.0,7.5,,,,7.0,,8.25,,,,,,
591973,28021891,28,5.75,9.25,,,,,,8.75,4.5,,,,,19.5
591974,28021892,28,8.5,8.0,8.5,8.25,,,,,,25.25,,,,
591975,28021893,28,6.1,8.75,,,,7.25,,,5.75,,,,,20.6
591976,28021894,28,3.25,9.0,,,,,6.0,7.0,,,,,,
591977,28021895,28,3.35,8.25,,,,5.75,6.5,,,,,,20.5,
591978,28021896,28,3.75,8.5,,,,9.0,,,4.5,,,,,16.75
591979,28021897,28,5.5,7.75,,,,7.25,,,,,,,,
591980,28021898,28,5.0,8.0,,,,7.75,8.5,,,,,,24.25,
591981,28021899,28,2.95,8.5,,,,6.5,8.0,,,,,,23.0,
591982,28021900,28,6.75,8.0,,5.75,,,,,5.25,,,,,20.0
591983,28021901,28,5.5,9.0,5.0,4.5,,,,,,15.0,,,,
591984,28021902,28,2.85,8.0,,,,7.1,7.5,,,,,,22.6,
591985,28021903,28,4.5,8.5,,,,8.25,10.0,,,,,,26.75,
591986,28021904,28,6.1,8.0,5.6,4.0,,,,,,15.7,,,,
591987,28021905,28,2.95,8.5,,,,8.0,6.75,,,,,,23.25,
591988,28021906,28,4.25,8.0,,,,8.5,6.0,,,,,,22.5,
591989,28021907,28,4.0,7.0,,,,6.5,,8.25,,,,,,
591990,28021908,28,4.25,8.5,,,,6.75,7.75,,,,,,23.0,
591991,28021909,28,8.5,9.0,,,,8.25,,,5.25,,,,,22.75
591992,28021910,28,3.75,8.5,,,,8.0,8.75,,,,,,25.25,
591993,28021911,28,3.85,8.0,,,,8.0,,,5.5,,,,,17.35
591994,28021912,28,4.35,8.0,,,,7.25,8.5,,,,,,23.75,
591995,28021913,28,7.0,8.5,6.35,6.1,,,,,,19.45,,,,
591996,28021914,28,2.75,8.0,,,,6.35,8.5,,,,,,22.85,
591997,28021915,28,4.25,8.0,,,,8.0,7.5,,,,,,23.5,
591998,28021916,28,5.25,8.5,,,,,5.85,9.0,,,,,,
591999,28021917,28,4.2,8.25,,,,4.45,,7.0,,,,,,
592000,28021918,28,2.75,8.25,,,,5.0,8.0,,,,,,21.25,
592001,28021919,28,9.5,8.75,,9.75,8.75,,,,,,,28.0,,
592002,28021920,28,2.95,8.5,,,,9.25,9.0,,,,,,26.75,
592003,28021921,28,3.5,6.5,,,,8.25,9.75,,,,,,24.5,
592004,28021922,28,5.0,8.25,,,,9.5,9.25,,,,,,27.0,
592005,28021923,28,8.5,8.0,7.6,6.75,,,,,,22.85,,,,
592006,28021924,28,5.5,8.75,,,,,,9.75,5.25,,,,,19.5
592007,28021925,28,4.5,8.75,,,,9.5,9.25,,,,,,27.5,
592008,28021926,28,8.25,8.75,,8.75,8.5,,,,,,,25.5,,
592009,28021927,28,2.5,7.75,,,,5.6,,6.25,,,,,,
592010,28021928,28,8.0,7.25,9.0,8.5,,,,,,25.5,,,,
592011,28021929,28,7.0,8.25,6.7,4.0,,,,,,17.7,,,,
592012,28021930,28,8.25,7.75,7.5,5.5,,,,,,21.25,,,,
592013,28021931,28,4.1,7.75,,,,9.0,8.75,,,,,,25.5,
592014,28021932,28,2.35,8.25,,,,,6.75,7.0,,,,,,
592015,28021933,28,2.85,8.5,,,,,3.75,6.25,,,,,,
592016,28021934,28,9.0,7.25,8.75,,,,,,5.75,,23.5,,,22.0
592017,28021935,28,5.5,6.75,5.0,5.0,,,,,,15.5,,,,
592018,28021936,28,4.75,7.5,4.35,3.45,,,,,,12.55,,,,
592019,28021937,28,3.75,7.25,,,,,7.6,7.75,,,,,,
592020,28021938,28,2.35,8.25,,,,7.75,8.0,,,,,,24.0,
592021,28021939,28,4.75,7.5,,,,6.0,,4.35,,,,,,
592022,28021940,28,7.5,8.25,8.5,,,,,,5.5,,21.5,,,21.25
592023,28021941,28,2.85,8.5,,,,8.0,8.1,,,,,,24.6,
592024,28021942,28,3.85,7.75,,,,8.5,7.75,,,,,,24.0,
592025,28021943,28,6.25,7.5,8.75,4.5,,,,,,19.5,,,,
592026,28021944,28,3.85,7.0,3.75,3.5,,,,,,11.1,,,,
592027,28021945,28,8.5,8.75,,8.75,8.75,,,,,,,26.0,,
592028,28021946,28,4.1,8.5,,,,8.25,,,4.5,,,,,17.1
592029,28021947,28,3.75,8.0,,,,6.1,8.0,,,,,,22.1,
592030,28021948,28,6.0,7.25,8.75,8.5,,,,,,23.25,,,,
592031,28021949,28,5.5,8.75,,,,,,8.75,5.5,,,,,19.75
592032,28021950,28,4.25,7.5,,,,5.5,,9.0,,,,,,
592033,28021951,28,3.35,7.0,,,,6.5,,,7.25,,,,,17.6
592034,28021952,28,4.2,9.5,,,,7.75,,10.0,,,,,,
592035,28021953,28,4.75,8.25,,,,9.25,9.25,,,,,,26.75,
592036,28021954,28,5.25,8.5,,,,7.75,,8.25,,,,,,
592037,28021955,28,8.5,9.0,9.25,,,,,,6.25,,24.0,,,23.75
592038,28021956,28,4.75,9.0,,,,9.0,,,5.5,,,,,19.25
592039,28021957,28,3.85,9.0,,,,7.0,7.1,,,,,,23.1,
592040,28021958,28,5.35,8.0,,5.5,5.85,,,,,,,16.7,,
592041,28021959,28,4.25,9.0,,,,6.75,,7.0,,,,,,
592042,28021960,28,4.25,7.5,,,,6.75,,8.75,,,,,,
592043,28021961,28,4.0,7.75,4.6,,4.3,,,,,,,,,
592044,28021962,28,4.5,8.5,,,,,,9.5,2.75,,,,,15.75
592045,28021963,28,2.35,6.0,,,,6.0,,8.5,,,,,,
592046,28021964,28,6.5,7.75,7.0,6.75,,,,,,20.25,,,,
592047,28021965,28,5.6,8.0,6.2,5.0,,,,,,16.8,,,,
592048,28021966,28,8.0,8.25,,8.0,,,,,5.5,,,,,21.75
592049,28021967,28,2.85,7.75,,,,6.5,,7.25,,,,,,
592050,28021968,28,4.5,8.0,,,,7.5,,8.25,,,,,,
592051,28021969,28,5.0,8.0,,,,8.5,,,5.25,,,,,18.25
592052,28021970,28,5.0,8.0,4.6,4.6,,,,,,14.2,,,,
592053,28021971,28,3.0,7.75,,,,7.0,8.75,,,,,,23.5,
592054,28021972,28,4.75,6.5,6.75,5.0,,,,,,16.5,,,,
592055,28021973,28,7.0,9.25,,,,7.25,,,8.75,,,,,25.0
592056,28021974,28,4.25,8.5,6.1,,4.75,,,,,,,,,
592057,28021975,28,5.25,8.5,,,,,,7.75,,,,,,
592058,28021976,28,8.0,8.0,9.0,5.75,,,,,,22.75,,,,
592059,28021977,28,3.6,8.75,,,,6.75,9.25,,,,,,24.75,
592060,28021978,28,9.0,8.0,8.25,8.0,,,,,,25.25,,,,
592061,28021979,28,4.1,9.0,,,,9.25,9.0,,,,,,27.25,
592062,28021980,28,5.25,8.0,,,,9.25,8.75,,,,,,26.0,
592063,28021981,28,7.75,6.75,9.5,7.25,,,,,,24.5,,,,
592064,28021982,28,4.35,7.25,,,,8.0,8.0,,,,,,23.25,
592065,28021983,28,3.2,7.5,,,,5.5,6.0,,,,,,19.0,
592066,28021984,28,3.35,7.75,5.0,,3.6,,,,,,,,,
592067,28021985,28,8.0,8.75,,5.75,,,,,6.25,,,,,23.0
592068,28021986,28,5.5,9.0,,,,,,8.0,6.5,,,,,21.0
592069,28021987,28,3.85,8.5,,,,8.25,9.0,,,,,,25.75,
592070,28021988,28,4.75,8.5,,,,8.25,,8.5,,,,,,
592071,28021989,28,5.25,8.25,,,,,,8.75,3.75,,,,,17.25
592072,28021990,28,3.85,7.25,2.35,4.0,,,,,,10.2,,,,
592073,28021991,28,5.0,7.75,3.75,5.5,,,,,,14.25,,,,
592074,28021992,28,7.5,8.0,9.25,8.75,,,,,,25.5,,,,
592075,28021993,28,4.0,6.25,,,,6.0,,8.0,,,,,,
592076,28021994,28,6.0,8.25,7.0,,6.1,,,,,,,,,
592077,28021995,28,6.35,8.5,,,,8.25,,,6.25,,,,,21.1
592078,28021996,28,6.25,8.25,,,,7.75,,9.5,,,,,,
592079,28021997,28,4.5,9.0,,,,6.85,9.25,,,,,,25.1,
592080,28021998,28,3.1,6.5,3.85,3.75,,,,,,10.7,,,,
592081,28021999,28,1.75,8.25,,,,6.75,6.35,,,,,,21.35,
592082,28022000,28,3.25,7.5,,,,3.85,3.1,,,,,,14.45,
592083,28022001,28,5.75,8.5,,,,7.35,,8.75,,,,,,
592084,28022002,28,7.75,8.5,,,,9.25,,,7.0,,,,,23.25
592085,28022003,28,6.25,9.0,,,,8.0,,,5.0,,,,,20.25
592086,28022004,28,5.25,7.25,6.25,,4.75,,,,,,,,,
592087,28022005,28,5.5,9.0,,,,8.25,,,5.25,,,,,19.75
592088,28022006,28,4.25,8.75,,,,8.5,,9.75,,,,,,
592089,28022007,28,7.1,7.75,7.25,5.75,,,,,,20.1,,,,
592090,28022008,28,3.35,9.0,,,,6.0,,9.0,,,,,,
592091,28022009,28,4.0,8.5,,,,8.75,7.5,,,,,,24.75,
592092,28022010,28,7.5,9.25,,,,8.5,,,6.25,,,,,23.0
592093,28022011,28,5.5,8.25,,,,5.85,6.0,,,,,,20.1,
592094,28022012,28,6.25,8.75,6.6,4.75,,,,,,17.6,,,,
592095,28022013,28,4.75,8.0,,,,8.5,8.0,,,,,,24.5,
592096,28022014,28,5.6,8.25,,,,7.5,,,5.5,,,,,19.35
592097,28022015,28,4.75,8.5,,,,9.75,10.0,,,,,,28.25,
592098,28022016,28,5.5,8.5,,,,9.5,,8.25,,,,,,
592099,28022017,28,6.5,6.75,8.0,6.75,,,,,,21.25,,,,
592100,28022018,28,4.25,7.25,,,,5.35,,7.25,,,,,,
592101,28022019,28,9.0,8.25,,9.5,9.0,,,,,,,27.5,,
592102,28022020,28,3.5,7.5,,,,8.75,5.85,,,,,,22.1,
592103,28022021,28,3.5,7.75,,,,,4.0,7.75,,,,,,
592104,28022022,28,3.1,6.5,,,,7.0,,6.75,,,,,,
592105,28022023,28,4.5,7.75,,,,6.5,8.0,,,,,,22.25,
592106,28022024,28,3.25,7.5,,,,,8.0,7.6,,,,,,
592107,28022025,28,6.75,8.5,7.75,7.75,,,,,,22.25,,,,
592108,28022026,28,8.5,7.75,,8.75,7.25,,,,,,,24.5,,
592109,28022027,28,5.0,8.0,4.25,,5.35,,,,,,,,,
592110,28022028,28,2.85,8.75,,,,8.0,9.5,,,,,,26.25,
592111,28022029,28,5.5,8.25,,7.5,,,,,4.25,,,,,18.0
592112,28022030,28,2.6,8.0,,,,,8.5,8.5,,,,,,
592113,28022031,28,3.0,7.5,,,,5.6,,7.25,,,,,,
592114,28022032,28,4.75,9.0,,,,8.0,,9.0,,,,,,
592115,28022033,28,6.25,9.0,,,,,,9.75,6.25,,,,,21.5
592116,28022034,28,3.25,6.25,,,,,4.1,5.6,,,,,,
592117,28022035,28,5.5,8.5,,,,7.0,,,3.75,,,,,17.75
592118,28022036,28,5.0,8.25,,,,4.6,,6.25,,,,,,
592119,28022037,28,4.75,9.25,,,,,,8.75,5.0,,,,,19.0
592120,28022038,28,3.85,9.0,,,,8.25,7.75,,,,,,25.0,
592121,28022039,28,9.0,8.75,,,,9.0,,,8.75,,,,,26.5
592122,28022040,28,7.5,9.25,,,,,,9.5,6.75,,,,,23.5
592123,28022041,28,4.35,8.0,,,,,7.35,8.5,,,,,,
592124,28022042,28,3.25,8.0,,,,,5.35,8.0,,,,,,
592125,28022043,28,4.0,7.5,3.5,4.75,,,,,,12.25,,,,
592126,28022044,28,5.5,7.25,7.75,7.75,,,,,,21.0,,,,
592127,28022045,28,7.0,9.0,,,,7.5,,,5.5,,,,,21.5
592128,28022046,28,3.85,7.5,,,,8.0,,7.25,,,,,,
592129,28022047,28,7.5,7.5,9.5,,,,,,7.25,,24.25,,,22.25
592130,28022048,28,1.7,7.0,,,,,5.0,6.75,,,,,,
592131,28022049,28,2.45,5.25,,,,,6.0,6.75,,,,,,
592132,28022050,28,3.7,8.75,,,,7.25,9.5,,,,,,25.5,
592133,28022051,28,5.75,6.5,7.5,5.25,,,,,,18.5,,,,
592134,28022052,28,5.0,8.0,,,,9.0,10.0,,,,,,27.0,
592135,28022053,28,2.25,6.75,,,,,3.5,6.1,,,,,,
592136,28022054,28,5.75,7.75,8.25,,,,,,4.25,,18.25,,,17.75
592137,28022055,28,7.25,7.5,9.0,,,,,,6.5,,22.75,,,21.25
592138,28022056,28,8.0,6.0,9.0,7.5,,,,,,24.5,,,,
592139,28022057,28,3.0,6.75,,,,5.6,,6.75,,,,,,
592140,28022058,28,4.5,7.75,8.0,5.0,,,,,,17.5,,,,
592141,28022059,28,4.25,8.0,,,,8.0,,7.75,,,,,,
592142,28022061,28,5.1,6.5,4.1,2.7,,,,,,11.899999999999999,,,,
592143,28022062,28,2.95,7.75,,,,,5.6,4.75,,,,,,
592144,28022063,28,3.75,8.25,,,,6.75,7.0,,,,,,22.0,
592145,28022064,28,5.75,8.5,6.25,5.25,,,,,,17.25,,,,
592146,28022065,28,5.5,9.25,,,,8.75,9.75,,,,,,27.75,
592147,28022066,28,9.0,7.5,,,,,8.25,,4.75,,,,,21.25
592148,28022067,28,4.75,9.0,,,,8.75,,,5.0,,,,,18.75
592149,28022068,28,7.25,8.25,8.25,4.0,,,,,,19.5,,,,
592150,28022069,28,4.0,9.0,,,,7.25,8.5,,,,,,24.75,
592151,28022070,28,2.5,8.0,,,,7.75,6.0,,,,,,21.75,
592152,28022071,28,5.25,9.25,,,,,,8.25,5.75,,,,,20.25
592153,28022072,28,5.85,7.25,7.5,3.1,,,,,,16.45,,,,
592154,28022073,28,3.75,7.5,,,,7.25,,8.0,,,,,,
592155,28022074,28,6.75,7.5,7.0,7.1,,,,,,20.85,,,,
592156,28022075,28,4.25,8.75,,,,7.0,7.5,,,,,,23.25,
592157,28022076,28,8.5,7.5,7.75,3.85,,,,,,20.1,,,,
592158,28022077,28,8.25,8.5,9.25,,,,,,7.5,,25.0,,,24.25
592159,28022078,28,3.5,7.0,,,,4.75,,6.5,,,,,,
592160,28022079,28,4.5,5.5,3.45,,2.5,,,,,,,,,
592161,28022080,28,8.75,7.5,,9.75,8.75,,,,,,,27.25,,
592162,28022081,28,6.0,7.75,,,,9.25,9.0,,,,,,26.0,
592163,28022082,28,5.75,8.75,,,,8.0,,,5.75,,,,,20.25
592164,28022083,28,8.0,7.5,9.25,9.5,,,,,,26.75,,,,
592165,28022084,28,2.85,5.0,,,,3.85,3.5,,,,,,12.35,
592166,28022085,28,3.25,7.0,,,,7.75,,8.5,,,,,,
592167,28022086,28,7.25,8.5,,,,8.5,,,5.5,,,,,21.25
592168,28022087,28,5.25,6.5,,,,8.5,8.0,,,,,,23.0,
592169,28022088,28,6.75,8.5,,,,,8.0,,5.25,,,,,20.5
592170,28022089,28,3.35,8.0,,,,6.5,6.25,,,,,,20.75,
592171,28022090,28,5.6,7.33,,,,9.25,,,5.5,,,,,18.43
592172,28022091,28,7.25,8.5,,7.75,8.5,,,,,,,23.5,,
592173,28022092,28,3.75,6.75,,,,8.0,9.0,,,,,,23.75,
592174,28022093,28,3.25,6.5,,,,,5.25,5.85,,,,,,
592175,28022094,28,6.0,8.5,,,,7.25,9.0,,,,,,24.75,
592176,28022095,28,8.5,8.25,9.0,8.25,,,,,,25.75,,,,
592177,28022096,28,3.1,7.0,,,,7.5,,7.25,,,,,,
592178,28022097,28,7.0,6.75,8.25,5.25,,,,,,20.5,,,,
592179,28022098,28,3.35,8.5,,,,6.5,,7.5,,,,,,
592180,28022099,28,3.85,8.75,,,,5.5,,8.0,,,,,,
592181,28022100,28,6.5,9.0,,,,,,9.75,5.5,,,,,21.0
592182,28022101,28,3.85,9.0,,,,8.0,7.5,,,,,,24.5,
592183,28022102,28,7.5,8.5,,4.75,,,,,6.0,,,,,22.0
592184,28022103,28,3.6,8.75,,,,7.0,6.5,,,,,,22.25,
592185,28022104,28,5.75,8.25,,,,,,8.5,4.0,,,,,18.0
592186,28022105,28,2.35,8.0,,,,6.0,6.0,,,,,,20.0,
592187,28022106,28,4.1,8.5,,,,9.0,7.1,,,,,,24.6,
592188,28022107,28,6.0,8.25,7.0,4.0,,,,,,17.0,,,,
592189,28022108,28,3.35,7.5,,,,,5.5,6.25,,,,,,
592190,28022109,28,3.25,7.0,,,,6.25,,8.0,,,,,,
592191,28022110,28,3.0,7.0,,,,,7.25,9.0,,,,,,
592192,28022111,28,7.0,6.75,7.5,5.75,,,,,,20.25,,,,
592193,28022112,28,5.25,9.0,,,,9.25,,,6.25,,,,,20.5
592194,28022113,28,2.85,7.5,,,,7.75,8.75,,,,,,24.0,
592195,28022114,28,8.5,5.75,7.75,,,,,,7.5,,23.75,,,21.75
592196,28022115,28,5.25,7.5,,,,6.85,8.0,,,,,,22.35,
592197,28022116,28,7.75,8.0,9.0,6.0,,,,,,22.75,,,,
592198,28022117,28,4.0,7.0,,,,6.35,,5.5,,,,,,
592199,28022118,28,4.5,8.5,,,,6.6,7.25,,,,,,22.35,
592200,28022119,28,3.0,7.75,,,,5.1,,7.25,,,,,,
592201,28022120,28,1.55,8.0,,,,4.25,4.0,,,,,,16.25,
592202,28022121,28,6.0,8.75,,,,,,9.0,5.75,,,,,20.5
592203,28022122,28,4.85,9.25,,,,8.75,9.0,,,,,,27.0,
592204,28022123,28,1.7,7.5,,,,3.6,,7.5,,,,,,
592205,28022125,28,4.0,8.75,,,,,6.85,8.0,,,,,,
592206,28022126,28,4.75,8.75,,,,4.75,,7.5,,,,,,
592207,28022127,28,5.0,7.75,,,,7.0,,9.0,,,,,,
592208,28022128,28,2.85,8.25,,,,,4.6,8.25,,,,,,
592209,28022129,28,3.0,5.75,,,,4.5,,6.0,,,,,,
592210,28022130,28,4.1,8.5,,,,9.25,9.5,,,,,,27.25,
592211,28022131,28,4.25,8.0,,,,,6.6,8.5,,,,,,
592212,28022132,28,7.75,9.25,,,,8.25,,,8.75,,,,,25.75
592213,28022133,28,3.6,8.0,,,,8.25,,8.0,,,,,,
592214,28022134,28,7.5,7.75,8.25,8.0,,,,,,23.75,,,,
592215,28022135,28,6.75,9.25,,,,8.75,,,5.0,,,,,21.0
592216,28022136,28,4.0,8.0,,,,8.5,,8.5,,,,,,
592217,28022137,28,5.75,8.75,,,,7.5,,,5.25,,,,,19.75
592218,28022138,28,2.5,8.0,,,,,3.85,8.75,,,,,,
592219,28022139,28,4.5,8.75,,,,7.25,,8.75,,,,,,
592220,28022140,28,4.2,7.5,,,,4.6,,5.35,,,,,,
592221,28022141,28,8.5,8.25,10.0,9.0,,,,,,27.5,,,,
592222,28022142,28,3.95,7.75,,,,7.0,,7.25,,,,,,
592223,28022143,28,6.25,8.25,,,,,8.5,,3.5,,,,,18.0
592224,28022144,28,6.25,7.08,5.75,3.6,,,,,,15.6,,,,
592225,28022145,28,2.2,7.25,,,,3.6,,5.25,,,,,,
592226,28022146,28,6.25,9.0,,,,8.25,,,4.5,,,,,19.75
592227,28022147,28,5.0,8.5,,,,6.0,,7.5,,,,,,
592228,28022148,28,5.0,8.75,,,,,,8.5,4.25,,,,,18.0
592229,28022149,28,7.0,8.5,8.0,4.5,,,,,,19.5,,,,
592230,28022150,28,4.25,8.0,5.85,4.6,,,,,,14.7,,,,
592231,28022151,28,9.0,9.0,8.0,,,,,,6.5,,23.5,,,24.5
592232,28022152,28,4.75,8.25,,,,8.75,,7.5,,,,,,
592233,28022153,28,4.25,8.75,,,,9.5,9.75,,,,,,28.0,
592234,28022154,28,3.85,7.25,6.25,,4.45,,,,,,,,,
592235,28022155,28,,8.0,,,,7.75,7.5,,,,,,23.25,
592236,28022156,28,6.0,8.25,,5.5,6.5,,,,,,,18.0,,
592237,28022157,28,7.5,8.75,6.5,6.5,,,,,,20.5,,,,
592238,28022158,28,4.1,8.25,,,,6.75,8.75,,,,,,23.75,
592239,28022159,28,4.35,8.5,,,,7.75,,9.0,,,,,,
592240,28022160,28,4.85,9.0,,,,9.25,10.0,,,,,,28.25,
592241,28022161,28,7.75,8.25,8.75,9.25,,,,,,25.75,,,,
592242,28022162,28,4.5,8.75,,,,8.5,,,4.5,,,,,17.75
592243,28022163,28,6.5,7.5,,6.75,8.25,,,,,,,21.5,,
592244,28022164,28,3.25,7.75,,,,,6.25,7.75,,,,,,
592245,28022165,28,3.25,6.75,,,,4.5,,4.35,,,,,,
592246,28022166,28,4.85,9.0,,3.85,,8.0,,,,,,,,
592247,28022167,28,5.0,6.25,,,,7.5,9.25,,,,,,23.0,
592248,28022168,28,3.6,6.25,3.85,3.1,,,,,,10.55,,,,
592249,28022169,28,4.0,7.5,,,,7.5,9.0,,,,,,24.0,
592250,28022170,28,6.25,8.75,,,,8.25,9.75,,,,,,26.75,
592251,28022171,28,1.85,6.25,,,,6.75,5.1,,,,,,18.1,
592252,28022172,28,6.6,7.0,7.5,3.75,,,,,,17.85,,,,
592253,28022173,28,8.5,8.75,8.0,,,,,,6.75,,23.25,,,24.0
592254,28022174,28,3.6,8.0,4.7,,4.25,,,,,,,,,
592255,28022175,28,3.0,6.0,,,,5.75,6.0,,,,,,17.75,
592256,28022176,28,6.25,8.5,,,,8.5,,,4.75,,,,,19.5
592257,28022177,28,2.75,6.25,,,,,4.75,7.25,,,,,,
592258,28022178,28,5.35,6.25,4.6,5.75,,,,,,15.7,,,,
592259,28022179,28,3.6,9.0,,,,9.75,8.0,,,,,,26.75,
592260,28022180,28,5.5,6.5,,,,8.75,,7.75,,,,,,
592261,28022181,28,8.0,7.75,4.0,4.6,,,,,,16.6,,,,
592262,28022182,28,5.25,8.25,6.25,,5.75,,,,,,,,,
592263,28022183,28,3.85,7.25,5.0,3.0,,,,,,11.85,,,,
592264,28022184,28,7.0,7.75,7.5,6.0,,,,,,20.5,,,,
592265,28022185,28,8.25,7.75,7.75,7.25,,,,,,23.25,,,,
592266,28022186,28,2.85,8.0,,,,,4.5,7.0,,,,,,
592267,28022187,28,6.0,7.5,7.25,6.0,,,,,,19.25,,,,
592268,28022188,28,9.0,7.5,,9.75,8.0,,,,,,,26.75,,
592269,28022189,28,3.35,8.25,,,,7.5,7.75,,,,,,23.5,
592270,28022190,28,4.35,8.5,,,,8.5,9.75,,,,,,26.75,
592271,28022191,28,4.25,7.5,,,,7.5,7.0,,,,,,22.0,
592272,28022192,28,9.0,9.0,8.5,7.0,,,,,,24.5,,,,
592273,28022193,28,4.0,9.25,,,,,,7.25,6.0,,,,,19.25
592274,28022194,28,5.25,8.75,,,,8.0,,,5.5,,,,,19.5
592275,28022195,28,4.5,8.75,,,,7.75,,,4.25,,,,,17.5
592276,28022196,28,7.25,9.5,,,,,,9.25,7.5,,,,,24.25
592277,28022197,28,6.75,8.75,,,,6.35,,,3.0,,,,,18.5
592278,28022198,28,3.85,8.25,,,,4.5,,,3.75,,,,,15.85
592279,28022199,28,4.75,8.25,,,,7.25,,9.0,,,,,,
592280,28022200,28,3.1,5.5,,,,7.0,5.5,,,,,,18.0,
592281,28022201,28,5.25,7.75,7.25,5.6,,,,,,18.1,,,,
592282,28022202,28,3.0,6.25,3.85,6.25,,,,,,13.1,,,,
592283,28022203,28,2.1,6.0,,,,,4.25,6.75,,,,,,
592284,28022204,28,6.75,7.25,7.0,6.25,,,,,,20.0,,,,
592285,28022205,28,7.5,6.5,8.75,8.75,,,,,,25.0,,,,
592286,28022206,28,4.75,7.0,,,,4.85,,8.0,,,,,,
592287,28022207,28,3.75,6.75,,,,6.25,,7.75,,,,,,
592288,28022208,28,3.35,7.0,,,,4.25,,7.5,,,,,,
592289,28022209,28,1.7,8.25,,,,,3.5,7.0,,,,,,
592290,28022210,28,7.0,9.5,,,,,,8.5,4.25,,,,,20.75
592291,28022211,28,4.75,8.5,,,,4.45,,8.25,,,,,,
592292,28022212,28,4.75,9.0,,,,,,9.5,3.75,,,,,17.5
592293,28022213,28,6.5,8.75,,,,9.0,,,5.25,,,,,20.5
592294,28022214,28,3.1,8.75,,,,,,8.0,3.5,,,,,15.35
592295,28022215,28,8.5,9.0,8.25,,,,,,7.0,,23.75,,,24.5
592296,28022216,28,5.0,8.75,,,,6.25,,,4.5,,,,,18.25
592297,28022217,28,6.6,8.5,,,,8.5,,,5.0,,,,,20.1
592298,28022218,28,4.85,8.5,5.75,,4.85,,,,,,,,,
592299,28022219,28,6.5,7.5,8.25,6.5,,,,,,21.25,,,,
592300,28022220,28,4.25,9.0,,,,6.75,5.5,,,,,,21.25,
592301,28022221,28,2.75,8.75,,,,,4.85,8.0,,,,,,
592302,28022222,28,6.25,8.0,,,,,9.0,,5.0,,,,,19.25
592303,28022223,28,3.35,8.0,,,,6.85,6.25,,,,,,21.1,
592304,28022224,28,5.5,9.0,,,,,,9.5,5.75,,,,,20.25
592305,28022225,28,3.85,8.0,,,,6.25,,,5.25,,,,,17.1
592306,28022226,28,6.0,8.75,,,,8.75,,,5.75,,,,,20.5
592307,28022227,28,9.5,7.75,9.0,9.0,,,,,,27.5,,,,
